eckID,gene,JW id,direction,left nt,right nt,left nt,right nt,b number,direction,left,right,left,right,verified,colonies_tested,percent,LB_22hr,MOPS_24hr,MOPS_48hr,genetic,PEC,MG_Tn5,Score,,,,,,
ECK3945,yijO,JW3926,+,3488364,3489215,3488367,3489194,b3954,-,4145489,4146340,4145510,4146337,5,8,62.5 ,0.763 ,0.284 ,0.265 ,N,N,u,-3,,,,,,
ECK3944,frwD,JW3925,-,3489202,3489543,3489223,3489540,b3953,+,4145161,4145502,4145164,4145481,6,8,75.0 ,0.672 ,0.307 ,0.403 ,N,N,u,-3,,,,,,
ECK3943,pflC,JW3924,-,3489545,3490423,3489566,3490420,b3952,+,4144281,4145159,4144284,4145138,5,8,62.5 ,0.869 ,0.261 ,0.285 ,N,N,N,-4,,,,,,
ECK3942,pflD,JW3923,-,3490389,3492686,3490410,3492683,b3951,+,4142018,4144315,4142021,4144294,5,8,62.5 ,0.835 ,0.210 ,0.319 ,N,N,u,-3,,,,,,
ECK3941,frwB,JW3922,-,3492737,3493057,3492758,3493054,b3950,+,4141647,4141967,4141650,4141946,6,8,75.0 ,0.651 ,0.420 ,0.526 ,N,N,u,-3,,,,,,
ECK3940,frwC,JW3921,-,3493072,3494151,3493093,3494148,b3949,+,4140553,4141632,4140556,4141611,6,8,75.0 ,0.675 ,0.370 ,0.417 ,N,N,u,-3,,,,,,
ECK3939,ptsA,JW5555,+,3494460,3496961,3494463,3496940,b3947,-,4137743,4140244,4137764,4140241,7,8,87.5 ,0.744 ,0.403 ,0.465 ,N,N,u,-3,,,,,,
ECK3938,fsaB,JW3918,+,3496973,3497635,3496976,3497614,b3946,-,4137069,4137731,4137090,4137728,6,8,75.0 ,0.880 ,0.377 ,0.397 ,N,N,N,-4,,,,,,
ECK3937,gldA,JW5556,+,3497646,3498749,3497649,3498728,b3945,-,4135955,4137058,4135976,4137055,6,8,75.0 ,0.673 ,0.255 ,0.351 ,N,N,N,-4,,,,,,
ECK3936,yijF,JW3916,+,3499024,3499641,3499027,3499620,b3944,-,4135063,4135680,4135084,4135677,8,8,100.0 ,0.724 ,0.301 ,0.384 ,N,N,u,-3,,,,,,
ECK3935,yijE,JW5557,-,3499668,3500573,3499689,3500570,b3943,+,4134131,4135036,4134134,4135015,8,8,100.0 ,0.767 ,0.270 ,0.279 ,N,N,u,-3,,,,,,
ECK3934,katG,JW3914,-,3500666,3502846,3500687,3502843,b3942,+,4131858,4134038,4131861,4134017,4,4,100.0 ,0.752 ,0.279 ,0.279 ,N,N,N,-4,,,,,,
ECK3933,metF,JW3913,-,3503175,3504065,3503196,3504062,b3941,+,4130639,4131529,4130642,4131508,6,8,75.0 ,0.772 ,0.010 ,0.015 ,N,N,N,-4,,,,,,
ECK3932,metL,JW3911,-,3504414,3506846,3504435,3506843,b3940,+,4127858,4130290,4127861,4130269,8,8,100.0 ,0.779 ,0.011 ,0.010 ,N,N,u,-3,,,,,,
ECK3931,metB,JW3910,-,3506849,3508009,3506870,3508006,b3939,+,4126695,4127855,4126698,4127834,4,8,50.0 ,0.768 ,0.042 ,0.046 ,N,N,u,-3,,,,,,
ECK3930,metJ,JW3909,+,3508286,3508603,3508289,3508582,b3938,-,4126101,4126418,4126122,4126415,4,4,100.0 ,0.684 ,0.528 ,0.640 ,N,N,u,-3,,,,,,
ECK3929,yiiX,JW3908,+,3508787,3509395,3508790,3509374,b3937,-,4125309,4125917,4125330,4125914,5,8,62.5 ,0.744 ,0.368 ,0.528 ,N,N,u,-3,,,,,,
ECK3928,rpmE,JW3907,-,3509456,3509668,3509477,3509665,b3936,+,4125036,4125248,4125039,4125227,8,8,100.0 ,0.338 ,0.394 ,0.444 ,?,E,u,-0.5,,,,,,
ECK3927,priA,JW3906,+,3509871,3512069,3509874,3512048,b3935,-,4122635,4124833,4122656,4124830,3,8,37.5 ,0.048 ,0.052 ,0.131 ,E,N,u,-2,,,,,,
ECK3926,cytR,JW3905,+,3512225,3513250,3512228,3513229,b3934,-,4121454,4122479,4121475,4122476,4,4,100.0 ,0.801 ,0.280 ,0.282 ,N,N,N,-4,,,,,,
ECK3925,ftsN,JW3904,+,3513342,3514301,3513345,3514280,b3933,-,4120403,4121362,4120424,4121359,0,8,0.0 ,N.A.,N.A.,N.A.,N,E,u,2,,,,,,
ECK3924,hslV,JW3903,+,3514394,3514924,3514397,3514903,b3932,-,4119780,4120310,4119801,4120307,4,4,100.0 ,0.776 ,0.185 ,0.236 ,N,N,u,-3,,,,,,
ECK3923,hslU,JW3902,+,3514934,3516265,3514937,3516244,b3931,-,4118439,4119770,4118460,4119767,4,4,100.0 ,0.788 ,0.267 ,0.185 ,N,N,N,-4,,,,,,
ECK3922,menA,JW3901,+,3516332,3517258,3516335,3517237,b3930,-,4117446,4118372,4117467,4118369,8,8,100.0 ,0.736 ,0.281 ,0.484 ,N,u,N,-3,,,,,,
ECK3921,rraA,JW3900,+,3517351,3517836,3517354,3517815,b3929,-,4116868,4117353,4116889,4117350,8,8,100.0 ,0.826 ,0.380 ,0.406 ,N,u,N,-3,,,,,,
ECK3920,yiiU,JW3899,-,3517921,3518166,3517942,3518163,b3928,+,4116538,4116783,4116541,4116762,8,8,100.0 ,0.755 ,0.252 ,0.266 ,E,u,u,-1,,,,,,
ECK3919,glpF,JW3898,+,3518591,3519436,3518594,3519415,b3927,-,4115268,4116113,4115289,4116110,7,8,87.5 ,0.604 ,0.446 ,0.440 ,N,N,N,-4,,,,,,
ECK3918,glpK,JW3897,+,3519459,3520967,3519462,3520946,b3926,-,4113737,4115245,4113758,4115242,6,8,75.0 ,0.771 ,0.283 ,0.409 ,N,N,N,-4,,,,,,
ECK3917,glpX,JW3896,+,3521102,3522112,3521105,3522091,b3925,-,4112592,4113602,4112613,4113599,4,4,100.0 ,0.791 ,0.314 ,0.569 ,N,N,N,-4,,,,,,
ECK3916,fpr,JW3895,+,3522209,3522955,3522212,3522934,b3924,-,4111749,4112495,4111770,4112492,7,8,87.5 ,0.823 ,0.354 ,0.612 ,N,N,N,-4,,,,,,
ECK3915,yiiT,JW3894,-,3522960,3523388,3522981,3523385,b3923,+,4111316,4111744,4111319,4111723,8,8,100.0 ,0.785 ,0.339 ,0.398 ,N,u,u,-2,,,,,,
ECK3914,yiiS,JW3893,-,3523415,3523714,3523436,3523711,b3922,+,4110990,4111289,4110993,4111268,3,8,37.5 ,0.784 ,0.366 ,0.425 ,N,u,u,-2,,,,,,
ECK3913,yiiR,JW3892,-,3523926,3524366,3523947,3524363,b3921,+,4110338,4110778,4110341,4110757,6,8,75.0 ,0.811 ,0.329 ,0.475 ,N,u,u,-2,,,,,,
ECK3912,yiiQ,JW3891,+,3524467,3525066,3524470,3525045,b3920,-,4109638,4110237,4109659,4110234,2,4,50.0 ,0.771 ,0.432 ,0.457 ,N,u,u,-2,,,,,,
ECK3911,tpiA,JW3890,+,3525174,3525941,3525177,3525920,b3919,-,4108763,4109530,4108784,4109527,5,8,62.5 ,0.525 ,0.345 ,0.321 ,X,N,N,-3.5,,,,,,
ECK3910,cdh,JW3889,-,3525996,3526751,3526017,3526748,b3918,+,4107953,4108708,4107956,4108687,8,8,100.0 ,0.715 ,0.249 ,0.194 ,N,N,u,-3,,,,,,
ECK3909,sbp,JW3888,-,3526858,3527847,3526879,3527844,b3917,+,4106857,4107846,4106860,4107825,8,8,100.0 ,0.773 ,0.302 ,0.575 ,N,N,N,-4,,,,,,
ECK3908,pfkA,JW3887,-,3528167,3529129,3528188,3529126,b3916,+,4105575,4106537,4105578,4106516,6,8,75.0 ,0.858 ,0.087 ,0.554 ,X,N,N,-3.5,,,,,,
ECK3907,fieF,JW3886,-,3529310,3530212,3529331,3530209,b3915,+,4104492,4105394,4104495,4105373,7,8,87.5 ,0.750 ,0.327 ,0.289 ,N,N,u,-3,,,,,,
ECK3906,cpxP,JW5558,-,3530361,3530861,3530382,3530858,b4484,+,4103843,4104343,4103846,4104322,8,8,100.0 ,0.726 ,0.286 ,0.230 ,-,N,u,-2.5,,,,,,
ECK3905,cpxR,JW3883,+,3531011,3531709,3531014,3531688,b3912,-,4102995,4103693,4103016,4103690,4,8,50.0 ,0.717 ,0.282 ,0.282 ,N,N,N,-4,,,,,,
ECK3904,cpxA,JW3882,+,3531706,3533079,3531709,3533058,b3911,-,4101625,4102998,4101646,4102995,8,8,100.0 ,0.413 ,0.308 ,0.287 ,X,N,N,-3.5,,,,,,
ECK3903,yiiM,JW5559,-,3533185,3533859,3533206,3533856,b3910,+,4100845,4101519,4100848,4101498,6,8,75.0 ,0.694 ,0.229 ,0.135 ,N,N,N,-4,,,,,,
ECK3902,kdgT,JW5560,-,3534008,3534991,3534029,3534988,b3909,+,4099713,4100696,4099716,4100675,7,8,87.5 ,0.663 ,0.276 ,0.267 ,N,N,N,-4,,,,,,
ECK3901,sodA,JW3879,-,3535251,3535871,3535272,3535868,b3908,+,4098833,4099453,4098836,4099432,4,4,100.0 ,0.755 ,0.256 ,0.308 ,N,N,N,-4,,,,,,
ECK3900,rhaT,JW3878,+,3536156,3537190,3536159,3537169,b3907,-,4097514,4098548,4097535,4098545,7,8,87.5 ,0.748 ,0.370 ,0.610 ,N,N,u,-3,,,,,,
ECK3899,rhaR,JW3877,-,3537187,3538125,3537208,3538122,b3906,+,4096579,4097517,4096582,4097496,4,4,100.0 ,0.774 ,0.200 ,0.285 ,N,N,N,-4,,,,,,
ECK3898,rhaS,JW3876,-,3538109,3538945,3538130,3538942,b3905,+,4095759,4096595,4095762,4096574,8,8,100.0 ,0.768 ,0.449 ,0.451 ,N,N,N,-4,,,,,,
ECK3897,rhaB,JW3875,+,3539233,3540702,N.T.,N.T.,b3904,-,4094002,4095471,N.T.,N.T.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,X,N,N,-2,,,,,,
ECK3896,rhaA,JW5561,+,3540699,3541958,N.T.,N.T.,b3903,-,4092746,4094005,N.T.,N.T.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,X,N,N,-2,,,,,,
ECK3895,rhaD,JW3873,+,3542409,3543233,N.T.,N.T.,b3902,-,4091471,4092295,N.T.,N.T.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,E,N,N,-1.5,,,,,,
ECK3894,yiiL,JW3872,+,3543243,3543557,3543246,3543536,b3901,-,4091147,4091461,4091168,4091458,6,8,75.0 ,0.810 ,0.286 ,0.316 ,N,N,u,-3,,,,,,
ECK3893,frvA,JW3871,+,3543858,3544304,3543861,3544283,b3900,-,4090400,4090846,4090421,4090843,8,8,100.0 ,0.735 ,0.309 ,0.319 ,N,N,u,-3,,,,,,
ECK3892,frvB,JW5562,+,3544315,3545766,3544318,3545745,b3899,-,4088938,4090389,4088959,4090386,8,8,100.0 ,0.691 ,0.235 ,0.217 ,N,N,N,-4,,,,,,
ECK3891,frvX,JW3869,+,3545756,3546826,3545759,3546805,b3898,-,4087878,4088948,4087899,4088945,4,4,100.0 ,0.794 ,0.281 ,0.317 ,X,N,N,-3.5,,,,,,
ECK3890,frvR,JW3868,+,3546826,3548574,3546829,3548553,b3897,-,4086130,4087878,4086151,4087875,3,8,37.5 ,0.854 ,0.377 ,0.562 ,X,N,u,-2.5,,,,,,
ECK3889,yiiG,JW3867,-,3548624,3549679,3548645,3549676,b3896,+,4085025,4086080,4085028,4086059,8,8,100.0 ,0.645 ,0.422 ,0.437 ,N,N,N,-4,,,,,,
ECK3888,fdhD,JW3866,-,3549832,3550665,3549853,3550662,b3895,+,4084039,4084872,4084042,4084851,4,8,50.0 ,0.745 ,0.158 ,0.203 ,N,N,u,-3,,,,,,
ECK3887,fdoG,JW3865,+,3550859,3553909,3550862,3553888,b3894,-,4080795,4083845,4080816,4083842,5,8,62.5 ,0.824 ,0.226 ,0.211 ,N,N,N,-4,,,,,,
ECK3886,fdoH,JW3864,+,3553922,3554824,3553925,3554803,b3893,-,4079880,4080782,4079901,4080779,7,8,87.5 ,0.706 ,0.383 ,0.257 ,N,N,N,-4,,,,,,
ECK3885,fdoI,JW3863,+,3554821,3555456,3554824,3555435,b3892,-,4079248,4079883,4079269,4079880,8,8,100.0 ,0.785 ,0.182 ,0.197 ,N,N,N,-4,,,,,,
ECK3884,fdhE,JW3862,+,3555453,3556382,3555456,3556361,b3891,-,4078322,4079251,4078343,4079248,8,8,100.0 ,0.778 ,0.260 ,0.245 ,N,N,u,-3,,,,,,
ECK3883,yiiF,JW5563,-,3556712,3556930,3556733,3556927,b3890,+,4077774,4077992,4077777,4077971,7,8,87.5 ,0.644 ,0.203 ,0.310 ,X,N,u,-2.5,,,,,,
ECK3882,yiiE,JW5929,-,3557172,3557390,3557193,3557381,b3889,+,4077314,4077532,4077323,4077511,8,8,100.0 ,0.645 ,0.260 ,0.361 ,N,N,u,-3,,,,,,
none,none,JW5565,-,3557725,3557832,3557746,3557829,none,+,4076872,4076979,4076875,4076958,8,8,100.0 ,0.604 ,0.457 ,0.703 ,-,u,u,-1.5,,,,,,
ECK3881,yiiD,JW3859,-,3558243,3559232,3558264,3559229,b3888,+,4075472,4076461,4075475,4076440,2,8,25.0 ,0.717 ,0.283 ,0.341 ,N,u,u,-2,,,,,,
ECK3880,dtd,JW3858,-,3559229,3559666,3559250,3559663,b3887,+,4075038,4075475,4075041,4075454,6,8,75.0 ,0.838 ,0.303 ,0.333 ,N,u,u,-2,,,,,,
ECK3879,rbn,JW3857,-,3559663,3560535,3559684,3560532,b3886,+,4074169,4075041,4074172,4075020,7,8,87.5 ,0.874 ,0.349 ,0.530 ,N,N,u,-3,,,,,,
ECK3878,yihX,JW5566,-,3560529,3561128,3560550,3561125,b3885,+,4073576,4074175,4073579,4074154,7,8,87.5 ,0.689 ,0.382 ,0.304 ,N,u,u,-2,,,,,,
ECK3877,yihW,JW5567,-,3561227,3562012,3561248,3562009,b3884,+,4072692,4073477,4072695,4073456,8,8,100.0 ,0.482 ,0.475 ,0.709 ,N,u,u,-2,,,,,,
ECK3876,yihV,JW5568,-,3562046,3562942,3562067,3562939,b3883,+,4071762,4072658,4071765,4072637,8,8,100.0 ,0.731 ,0.280 ,0.411 ,N,u,u,-2,,,,,,
ECK3875,yihU,JW3853,+,3563110,3564006,3563113,3563985,b3882,-,4070698,4071594,4070719,4071591,7,8,87.5 ,0.810 ,0.348 ,0.450 ,N,u,u,-2,,,,,,
ECK3874,yihT,JW3852,+,3564030,3564908,3564033,3564887,b3881,-,4069796,4070674,4069817,4070671,6,8,75.0 ,0.721 ,0.245 ,0.345 ,N,u,N,-3,,,,,,
ECK3873,yihS,JW5569,+,3564925,3566166,3564928,3566145,b3880,-,4068538,4069779,4068559,4069776,8,8,100.0 ,0.835 ,0.347 ,0.150 ,N,u,u,-2,,,,,,
ECK3872,yihR,JW3850,+,3566280,3567206,3566283,3567185,b3879,-,4067498,4068424,4067519,4068421,8,8,100.0 ,0.826 ,0.209 ,0.263 ,N,u,u,-2,,,,,,
ECK3871,yihQ,JW3849,+,3567405,3569441,3567408,3569420,b3878,-,4065263,4067299,4065284,4067296,6,8,75.0 ,0.807 ,0.344 ,0.461 ,N,u,N,-3,,,,,,
ECK3870,yihP,JW3848,+,3569466,3570872,3569469,3570851,b3877,-,4063832,4065238,4063853,4065235,6,8,75.0 ,0.832 ,0.253 ,0.280 ,N,u,N,-3,,,,,,
ECK3869,yihO,JW5852,+,3570915,3572318,3570918,3572297,b3876,-,4062386,4063789,4062407,4063786,8,8,100.0 ,0.725 ,0.232 ,0.335 ,N,u,u,-2,,,,,,
ECK3868,ompL,JW3846,+,3572386,3573078,3572389,3573057,b3875,-,4061626,4062318,4061647,4062315,6,8,75.0 ,0.792 ,0.265 ,0.108 ,N,u,u,-2,,,,,,
ECK3867,yihN,JW3845,-,3573169,3574434,3573190,3574431,b3874,+,4060270,4061535,4060273,4061514,6,8,75.0 ,0.605 ,0.376 ,0.482 ,X,u,u,-1.5,,,,,,
ECK3866,yihM,JW3844,-,3574536,3575516,3574557,3575513,b3873,+,4059188,4060168,4059191,4060147,8,8,100.0 ,0.742 ,0.271 ,0.284 ,N,u,u,-2,,,,,,
ECK3865,yihL,JW3843,-,3575524,3576234,3575545,3576231,b3872,+,4058470,4059180,4058473,4059159,7,8,87.5 ,0.832 ,0.368 ,0.469 ,N,u,u,-2,,,,,,
ECK3864,bipA,JW5571,-,3576451,3578274,3576472,3578271,b3871,+,4056430,4058253,4056433,4058232,8,8,100.0 ,0.686 ,0.223 ,0.111 ,N,u,u,-2,,,,,,
ECK3863,glnA,JW3841,+,3578647,3580056,3578650,3580035,b3870,-,4054648,4056057,4054669,4056054,5,8,62.5 ,0.387 ,0.005 ,0.015 ,N,N,N,-4,,,,,,
ECK3862,glnL,JW3840,+,3580342,3581391,3580345,3581370,b3869,-,4053313,4054362,4053334,4054359,5,8,62.5 ,0.841 ,0.250 ,0.396 ,X,N,N,-3.5,,,,,,
ECK3861,glnG,JW3839,+,3581403,3582812,3581406,3582791,b3868,-,4051892,4053301,4051913,4053298,5,8,62.5 ,0.802 ,0.234 ,0.226 ,X,N,N,-3.5,,,,,,
none,none,JW5572,+,3582924,3583034,3582927,3583013,none,-,4051670,4051780,4051691,4051777,7,8,87.5 ,0.659 ,0.196 ,0.235 ,-,u,u,-1.5,,,,,,
ECK3860,hemN,JW3838,-,3583263,3584636,3583284,3584633,b3867,+,4050068,4051441,4050071,4051420,7,8,87.5 ,0.762 ,0.388 ,0.619 ,N,N,N,-4,,,,,,
ECK3859,yihI,JW3837,-,3584825,3585334,3584846,3585331,b3866,+,4049370,4049879,4049373,4049858,2,8,25.0 ,0.720 ,0.245 ,0.252 ,N,u,N,-3,,,,,,
ECK3857,yihA,JW5930,+,3585952,3586548,3585919,3586527,b3865,-,4048156,4048752,4048177,4048785,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK3855,polA,JW3835,-,3586929,3589715,3586950,3589712,b3863,+,4044989,4047775,4044992,4047754,2,8,25.0 ,0.812 ,0.428 ,0.594 ,N,E,N,-2,,,,,,
ECK3854,yihG,JW3834,+,3590079,3591011,3590082,3590990,b3862,-,4043693,4044625,4043714,4044622,7,8,87.5 ,0.636 ,0.237 ,0.243 ,X,u,u,-1.5,,,,,,
ECK3853,yihF,JW5574,-,3591052,3592482,3591073,3592479,b3861,+,4042222,4043652,4042225,4043631,8,8,100.0 ,0.748 ,0.258 ,0.249 ,X,u,N,-2.5,,,,,,
ECK3852,dsbA,JW3832,-,3592637,3593263,3592658,3593260,b3860,+,4041441,4042067,4041444,4042046,7,8,87.5 ,0.316 ,0.628 ,1.078 ,E,N,N,-3,,,,,,
ECK3851,yihE,JW3831,-,3593280,3594266,3593301,3594263,b3859,+,4040438,4041424,4040441,4041403,2,8,25.0 ,0.793 ,0.413 ,0.562 ,N,u,u,-2,,,,,,
ECK3850,yihD,JW3830,-,3594343,3594612,3594364,3594609,b3858,+,4040092,4040361,4040095,4040340,7,8,87.5 ,0.777 ,0.264 ,0.276 ,N,u,u,-2,,,,,,
ECK3849,mobA,JW3829,+,3594682,3595266,3594685,3595245,b3857,-,4039438,4040022,4039459,4040019,6,8,75.0 ,0.767 ,0.336 ,0.389 ,N,N,N,-4,,,,,,
ECK3848,mobB,JW5575,+,3595263,3595775,3595266,3595754,b3856,-,4038929,4039441,4038950,4039438,8,8,100.0 ,0.631 ,0.207 ,0.280 ,N,N,N,-4,,,,,,
ECK3842,hemG,JW3827,-,3601528,3602073,3601549,3602070,b3850,+,4032631,4033176,4032634,4033155,0,8,0.0 ,N.A.,N.A.,N.A.,E,N,u,1,,,,,,
ECK3841,trkH,JW5576,-,3602085,3603536,3602106,3603533,b3849,+,4031168,4032619,4031171,4032598,7,8,87.5 ,0.684 ,0.236 ,0.291 ,N,N,N,-4,,,,,,
ECK3840,yigZ,JW5577,-,3603575,3604189,3603596,3604186,b3848,+,4030515,4031129,4030518,4031108,8,8,100.0 ,0.697 ,0.367 ,0.450 ,N,u,u,-2,,,,,,
ECK3839,pepQ,JW3823,-,3604189,3605520,3604210,3605517,b3847,+,4029184,4030515,4029187,4030494,3,4,75.0 ,0.760 ,0.286 ,0.308 ,N,N,N,-4,,,,,,
ECK3838,fadB,JW3822,+,3605710,3607899,3605713,3607878,b3846,-,4026805,4028994,4026826,4028991,5,8,62.5 ,0.733 ,0.320 ,0.344 ,N,N,u,-3,,,,,,
ECK3837,fadA,JW5578,+,3607909,3609072,3607912,3609051,b3845,-,4025632,4026795,4025653,4026792,5,8,62.5 ,0.741 ,0.347 ,0.419 ,N,N,u,-3,,,,,,
ECK3836,fre,JW3820,-,3609453,3610154,3609474,3610151,b3844,+,4024550,4025251,4024553,4025230,8,8,100.0 ,0.651 ,0.255 ,0.249 ,N,N,u,-3,,,,,,
ECK3835,ubiD,JW3819,-,3610200,3611693,3610221,3611690,b3843,+,4023011,4024504,4023014,4024483,0,8,0.0 ,N.A.,N.A.,N.A.,N,u,u,1,,,,,,
ECK3834,rfaH,JW3818,+,3611860,3612348,3611863,3612327,b3842,-,4022356,4022844,4022377,4022841,8,8,100.0 ,0.260 ,0.222 ,0.203 ,N,N,u,-3,,,,,,
ECK3833,tatD,JW5931,-,3612345,3613127,3612366,3613136,b4483,+,4021577,4022359,4021568,4022338,8,8,100.0 ,0.785 ,0.431 ,0.504 ,-,u,N,-2.5,,,,,,
ECK3832,tatC,JW3815,-,3613169,3613945,3613190,3613942,b3839,+,4020759,4021535,4020762,4021514,8,8,100.0 ,0.665 ,0.165 ,0.180 ,N,u,u,-2,,,,,,
ECK3831,tatB,JW5580,-,3613948,3614463,3613969,3614460,b3838,+,4020241,4020756,4020244,4020735,8,8,100.0 ,0.655 ,0.220 ,0.205 ,N,u,N,-3,,,,,,
ECK3830,tatA,JW3813,-,3614467,3614736,3614488,3614733,b3836,+,4019968,4020237,4019971,4020216,8,8,100.0 ,0.797 ,0.382 ,0.397 ,N,N,u,-3,,,,,,
ECK3829,ubiB,JW3812,-,3614815,3616455,3614836,3616449,b3835,+,4018249,4019889,4018255,4019868,0,8,0.0 ,N.A.,N.A.,N.A.,E,N,u,1,,,,,,
ECK3828,yigP,JW3811,-,3616452,3617057,3616473,3617054,b3834,+,4017647,4018252,4017650,4018231,0,8,0.0 ,N.A.,N.A.,N.A.,N,u,N,0,,,,,,
ECK3827,ubiE,JW5581,-,3617071,3617826,3617092,3617823,b3833,+,4016878,4017633,4016881,4017612,6,8,75.0 ,0.294 ,0.088 ,0.091 ,E,u,u,-1,,,,,,
ECK3826,rmuC,JW3809,-,3617921,3619348,3617942,3619345,b3832,+,4015356,4016783,4015359,4016762,7,8,87.5 ,0.790 ,0.240 ,0.188 ,N,u,N,-3,,,,,,
ECK3825,udp,JW3808,-,3619489,3620250,3619510,3620247,b3831,+,4014454,4015215,4014457,4015194,7,8,87.5 ,0.773 ,0.330 ,0.443 ,N,N,N,-4,,,,,,
ECK3824,ysgA,JW5853,+,3620512,3621327,3620515,3621306,b3830,-,4013377,4014192,4013398,4014189,2,8,25.0 ,0.759 ,0.357 ,0.237 ,?,u,N,-2.5,,,,,,
ECK3823,metE,JW3805,-,3621367,3623628,3621388,3623625,b3829,+,4011076,4013337,4011079,4013316,6,8,75.0 ,0.826 ,0.008 ,0.009 ,N,N,N,-4,,,,,,
ECK3822,metR,JW3804,+,3623865,3624818,3623868,3624797,b3828,-,4009886,4010839,4009907,4010836,4,4,100.0 ,0.768 ,0.011 ,0.006 ,N,N,N,-4,,,,,,
ECK3821,yigM,JW3803,-,3624706,3625605,3624727,3625602,b3827,+,4009099,4009998,4009102,4009977,8,8,100.0 ,0.792 ,0.390 ,0.541 ,N,u,u,-2,,,,,,
ECK3820,yigL,JW5854,-,3625681,3626481,3625702,3626478,b3826,+,4008223,4009023,4008226,4009002,7,8,87.5 ,0.841 ,0.167 ,0.361 ,N,u,u,-2,,,,,,
ECK3819,pldB,JW5584,-,3626489,3627511,3626510,3627508,b3825,+,4007193,4008215,4007196,4008194,7,8,87.5 ,0.797 ,0.243 ,0.192 ,N,N,u,-3,,,,,,
ECK3818,rhtB,JW5585,+,3627622,3628242,3627625,3628221,b3824,-,4006462,4007082,4006483,4007079,5,8,62.5 ,0.768 ,0.359 ,0.441 ,N,u,N,-3,,,,,,
ECK3817,rhtC,JW5586,-,3628304,3628924,3628325,3628921,b3823,+,4005780,4006400,4005783,4006379,2,8,25.0 ,0.768 ,0.277 ,0.326 ,N,u,N,-3,,,,,,
ECK3816,recQ,JW5855,-,3628988,3630817,3629009,3630814,b3822,+,4003887,4005716,4003890,4005695,6,8,75.0 ,0.788 ,0.290 ,0.341 ,N,N,N,-4,,,,,,
ECK3815,pldA,JW3794,-,3630950,3631819,3630971,3631816,b3821,+,4002885,4003754,4002888,4003733,7,8,87.5 ,0.812 ,0.304 ,0.234 ,N,N,N,-4,,,,,,
ECK3814,yigI,JW5588,+,3631984,3632451,3631987,3632430,b3820,-,4002253,4002720,4002274,4002717,8,8,100.0 ,0.741 ,0.337 ,0.422 ,?,u,N,-2.5,,,,,,
ECK3813,rarD,JW5589,+,3632503,3633393,3632506,3633372,b3819,-,4001311,4002201,4001332,4002198,8,8,100.0 ,0.860 ,0.204 ,0.109 ,N,N,N,-4,,,,,,
ECK3812,yigG,JW5590,+,3633488,3633868,3633491,3633847,b3818,-,4000836,4001216,4000857,4001213,8,8,100.0 ,0.674 ,0.278 ,0.328 ,N,u,u,-2,,,,,,
ECK3811,yigF,JW3790,+,3633882,3634262,3633885,3634241,b3817,-,4000442,4000822,4000463,4000819,4,8,50.0 ,0.747 ,0.229 ,0.136 ,N,u,u,-2,,,,,,
ECK3810,corA,JW3789,-,3634305,3635255,3634326,3635252,b3816,+,3999449,4000399,3999452,4000378,8,8,100.0 ,0.779 ,0.327 ,0.320 ,E,N,N,-3,,,,,,
ECK3809,yigE,JW5591,+,3635625,3636389,3635628,3636368,b4482,-,3998315,3999079,3998336,3999076,8,8,100.0 ,0.761 ,0.277 ,0.356 ,-,u,u,-1.5,,,,,,
ECK3808,uvrD,JW3786,-,3636536,3638698,3636557,3638695,b3813,+,3996006,3998168,3996009,3998147,4,4,100.0 ,0.660 ,0.153 ,0.124 ,N,N,u,-3,,,,,,
ECK3807,yigB,JW3785,-,3638782,3639498,3638803,3639495,b3812,+,3995206,3995922,3995209,3995901,6,8,75.0 ,0.725 ,0.254 ,0.271 ,N,u,u,-2,,,,,,
ECK3806,xerC,JW3784,-,3639498,3640394,3639519,3640391,b3811,+,3994310,3995206,3994313,3995185,8,8,100.0 ,0.678 ,0.221 ,0.197 ,E,N,u,-2,,,,,,
ECK3805,yigA,JW3783,-,3640391,3641098,3640412,3641095,b3810,+,3993606,3994313,3993609,3994292,7,8,87.5 ,0.593 ,0.214 ,0.112 ,N,u,N,-3,,,,,,
ECK3804,dapF,JW5592,-,3641095,3641919,3641116,3641916,b3809,+,3992785,3993609,3992788,3993588,8,8,100.0 ,0.690 ,0.291 ,0.282 ,E,N,u,-2,,,,,,
ECK3803,yifL,JW3781,-,3641956,3642159,3641977,3642156,b4558,+,3992545,3992748,3992548,3992727,5,8,62.5 ,0.720 ,0.518 ,0.839 ,-,u,u,-1.5,,,,,,
ECK3802,yzcX,JW3780,-,3642346,3642831,3642367,3642828,b3808,+,3991873,3992358,3991876,3992337,7,8,87.5 ,0.680 ,0.390 ,0.418 ,N,u,N,-3,,,,,,
ECK3801,cyaY,JW3779,+,3642622,3642942,3642625,3642921,b3807,-,3991762,3992082,3991783,3992079,4,8,50.0 ,0.755 ,0.372 ,0.455 ,N,N,u,-3,,,,,,
ECK3800,cyaA,JW3778,-,3642982,3645528,3643003,3645525,b3806,+,3989176,3991722,3989179,3991701,3,8,37.5 ,0.324 ,0.455 ,0.295 ,N,N,N,-4,,,,,,
